"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,is_weekend,is_holiday,is_peak_morning,is_peak_evening,is_off_peak,road_segment_name,road_class,road_type,segment_latitude,segment_longitude,road_length_km,num_lanes,speed_limit_kmph,has_signal,is_one_way,near_hospital,near_school,near_market,weather_condition,temperature_celsius,humidity_percent,visibility_m,rainfall_mm,wind_speed_kmph,incident_type,incident_active,incident_duration_min,incident_severity,vehicle_density_pct,vehicle_count,trucks_count,two_wheelers_count,cars_count,autos_count,buses_count,ambulances_count,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_dev,travel_time_min,free_flow_travel_time,delay_minutes,delay_index,queue_length_m,occupancy_rate,headway_seconds,flow_rate_veh_per_hr,saturation_flow_ratio,peak_hour_factor,weather_impact_factor,incident_impact_factor,density_lag_1h,density_lag_2h,density_lag_24h,speed_lag_1h,speed_lag_24h,density_rolling_3h_avg,density_rolling_7d_avg,congestion_level,congestion_score,is_congested"
"52,2023-05-19 02:28:00,2023-05-19,02:28,2,28,Friday,4,5,2023,20,0,0,0,0,1,Vellore Fort Road,local,secondary,12.947578,79.138995,2.49,2,50,1,0,1,0,0,Clear,36.8,94.8,5000,0.0,8.7,None,0,0,0,16.8,250,19,107,85,30,7,2,44.4,57.9,15.5,4.61,3.36,2.99,0.37,1.124,418.3,0.168,25.8,100,0.141,0.2,1.0,1.0,25.51,0.0,19.5,42.3,51.7,17.83,21.28,Free Flow,0.168,0"
"53,2023-03-09 09:25:00,2023-03-09,09:25,9,25,Thursday,3,3,2023,10,0,0,1,0,0,CMC Hospital Road,local,secondary,12.932524,79.134923,12.0,2,50,1,0,1,0,0,Heavy Rain,36.9,68.9,800,52.1,20.4,None,0,0,0,18.17,1308,110,752,465,149,40,1,28.6,36.4,19.0,2.72,25.17,14.4,10.77,1.748,2180.4,0.182,25.46,109,0.152,1.8,0.65,1.0,7.76,4.76,9.3,31.9,24.9,26.99,33.97,Free Flow,0.182,0"
"54,2023-09-14 06:40:00,2023-09-14,06:40,6,40,Thursday,3,9,2023,37,0,0,0,0,0,CMC Hospital Road,local,secondary,12.932216,79.130042,11.5,2,50,1,0,1,0,0,Clear,28.9,74.4,5000,0.0,21.6,Accident,1,174,5,9.96,687,57,401,143,93,17,2,46.7,63.5,28.3,7.42,14.78,13.8,0.98,1.071,1145.4,0.1,27.51,59,0.099,0.8,1.0,0.55,9.9,15.05,0.0,54.0,46.3,16.05,17.36,Free Flow,0.1,0"
"55,2024-04-09 02:44:00,2024-04-09,02:44,2,44,Tuesday,1,4,2024,15,0,0,0,0,1,Sathuvachari Road,local,tertiary,12.942284,79.178142,1.19,2,40,0,0,0,0,0,Clear,31.9,66.6,5000,0.0,29.3,None,0,0,0,6.69,47,2,22,14,3,2,2,38.2,48.9,13.6,2.66,1.87,1.78,0.09,1.051,79.6,0.067,28.33,39,0.072,0.2,1.0,1.0,17.61,3.42,29.82,44.6,45.7,15.37,15.54,Free Flow,0.067,0"
"56,2023-06-13 15:32:00,2023-06-13,15:32,15,32,Tuesday,1,6,2023,24,0,0,0,0,0,Bagayam Road,SH66,primary,12.902907,79.128833,5.87,3,60,1,0,0,1,0,Clear,39.8,67.4,5000,0.0,8.4,None,0,0,0,35.43,1871,205,1063,625,147,38,0,45.8,58.3,29.9,11.46,7.69,5.87,1.82,1.31,2079.7,0.354,21.14,318,0.365,0.8,1.0,1.0,31.41,31.45,38.94,40.9,47.1,26.9,35.6,Light,0.354,0"
"57,2023-10-14 19:43:00,2023-10-14,19:43,19,43,Saturday,5,10,2023,41,1,1,0,1,0,Anna Nagar Road,local,residential,12.93025,79.122691,7.53,1,30,0,0,0,0,0,Heavy Rain,26.3,45.3,800,59.4,15.0,Road Work,1,152,1,61.84,1396,75,757,503,142,40,1,11.5,14.2,6.3,4.11,39.29,15.06,24.23,2.609,4656.6,0.618,14.54,185,0.678,1.4,0.65,0.65,69.02,53.81,53.66,16.8,12.3,66.01,53.83,Heavy,0.618,1"
"58,2024-01-13 10:43:00,2024-01-13,10:43,10,43,Saturday,5,1,2024,2,1,0,1,0,0,Arcot Road,NH234,primary,12.906846,79.135571,1.76,3,60,1,0,1,0,0,Cloudy,31.5,56.9,3000,0.0,23.3,Festival Procession,1,171,5,8.15,129,9,52,38,13,8,3,55.0,63.8,31.5,2.41,1.92,1.76,0.16,1.091,143.4,0.082,27.96,73,0.088,1.4,0.97,0.5,0.0,0.0,0.0,49.4,59.6,6.36,19.15,Free Flow,0.082,0"
"59,2023-03-05 22:08:00,2023-03-05,22:08,22,8,Sunday,6,3,2023,9,1,0,0,0,1,Vellore Bus Stand,local,residential,12.929997,79.131731,6.46,1,30,0,0,0,0,1,Light Rain,34.1,94.9,2000,5.3,20.3,None,0,0,0,64.75,1254,171,672,452,95,61,1,15.0,18.2,6.3,14.24,25.84,12.92,12.92,2.0,4182.9,0.647,13.81,194,0.709,0.9,0.88,1.0,72.89,72.95,74.26,14.8,14.5,65.96,82.13,Heavy,0.647,1"
"60,2023-10-22 03:36:00,2023-10-22,03:36,3,36,Sunday,6,10,2023,42,1,0,0,0,1,VIT University Rd,local,secondary,12.968805,79.145376,8.28,2,50,1,0,0,0,0,Heavy Rain,30.8,93.9,800,58.0,10.4,None,0,0,0,13.72,681,64,307,201,47,35,2,29.5,34.1,16.1,9.63,16.84,9.94,6.9,1.694,1136.0,0.137,26.57,82,0.12,0.3,0.65,1.0,18.82,14.96,20.62,22.3,27.4,18.07,0.0,Free Flow,0.137,0"
"61,2023-01-06 17:59:00,2023-01-06,17:59,17,59,Friday,4,1,2023,1,0,0,0,1,0,Gandhi Nagar Road,local,tertiary,12.942959,79.128579,2.32,2,40,0,0,0,1,0,Light Rain,35.8,88.4,2000,5.3,17.2,Breakdown,1,83,5,45.6,634,78,361,131,90,28,1,24.5,36.1,7.7,12.87,5.68,3.48,2.2,1.632,1057.9,0.456,18.6,273,0.473,1.9,0.88,0.8,36.19,55.56,64.21,21.1,13.4,41.57,49.71,Moderate,0.456,0"
"62,2023-10-19 14:41:00,2023-10-19,14:41,14,41,Thursday,3,10,2023,42,0,0,0,0,0,Jolarpet Road,NH234,primary,12.937626,79.176725,6.75,3,60,1,0,0,0,0,Clear,32.9,91.6,5000,0.0,7.7,None,0,0,0,19.57,1188,81,650,425,126,77,1,52.2,70.2,29.0,7.27,7.76,6.75,1.01,1.15,1321.0,0.196,25.11,176,0.182,0.8,1.0,1.0,14.41,15.6,0.0,59.9,51.7,28.29,0.0,Free Flow,0.196,0"
"63,2023-08-30 14:48:00,2023-08-30,14:48,14,48,Wednesday,2,8,2023,35,0,0,0,0,0,Gudiyatham Road,SH149,secondary,12.937563,79.175378,3.57,2,50,1,0,0,0,0,Clear,29.9,72.0,5000,0.0,4.8,None,0,0,0,29.57,633,75,370,238,80,38,2,40.1,50.0,15.6,14.45,5.34,4.28,1.06,1.248,1055.6,0.296,22.61,177,0.279,0.8,1.0,1.0,28.22,49.12,23.25,43.3,50.0,34.72,41.65,Light,0.296,0"
"64,2023-09-11 21:48:00,2023-09-11,21:48,21,48,Monday,0,9,2023,37,0,0,0,0,0,Bagayam Road,SH66,primary,12.908788,79.132029,7.35,3,60,1,0,0,1,0,Light Rain,38.2,68.9,2000,5.8,16.1,Festival Procession,1,154,2,6.48,428,35,215,95,30,23,0,50.5,73.7,24.1,2.72,8.73,7.35,1.38,1.188,476.3,0.065,28.38,58,0.054,0.8,0.88,0.5,3.94,9.04,9.42,53.3,45.9,0.0,0.0,Free Flow,0.065,0"
"65,2023-08-12 18:04:00,2023-08-12,18:04,18,4,Saturday,5,8,2023,32,1,0,0,1,0,Arcot Road,NH234,primary,12.911438,79.126217,1.02,3,60,1,0,1,0,0,Clear,30.2,43.5,5000,0.0,23.1,None,0,0,0,21.25,195,24,116,64,17,15,3,51.5,65.9,34.3,6.91,1.19,1.02,0.17,1.167,216.8,0.212,24.69,191,0.175,1.4,1.0,1.0,35.17,36.23,2.9,57.3,42.3,31.11,16.97,Light,0.212,0"
"66,2023-08-17 00:48:00,2023-08-17,00:48,0,48,Thursday,3,8,2023,33,0,0,0,0,1,Gandhi Nagar Road,local,tertiary,12.938975,79.122962,0.76,2,40,0,0,0,0,0,Clear,29.4,77.0,5000,0.0,28.1,None,0,0,0,14.35,65,7,27,23,5,4,0,36.2,43.3,11.8,9.72,1.26,1.14,0.12,1.105,109.1,0.143,26.41,85,0.134,0.2,1.0,1.0,19.51,29.24,1.59,28.9,34.7,15.15,24.53,Free Flow,0.143,0"
"67,2023-05-24 16:18:00,2023-05-24,16:18,16,18,Wednesday,2,5,2023,21,0,0,0,0,0,Katpadi Road,SH66,primary,12.929669,79.142363,3.19,3,60,1,0,0,0,0,Clear,40.5,71.7,5000,0.0,15.6,None,0,0,0,57.1,1639,149,745,510,178,105,1,37.2,50.2,17.5,8.44,5.15,3.19,1.96,1.614,1821.5,0.571,15.72,513,0.623,0.8,1.0,1.0,70.35,63.95,71.39,34.3,35.2,50.08,52.16,Moderate,0.571,0"
"68,2024-04-29 07:54:00,2024-04-29,07:54,7,54,Monday,0,4,2024,18,0,0,0,0,0,Anna Nagar Road,local,residential,12.926865,79.126,3.09,1,30,0,0,0,0,0,Heavy Rain,39.4,47.9,800,17.6,7.6,None,0,0,0,21.29,197,16,81,57,17,10,1,16.7,18.7,7.5,9.86,11.1,6.18,4.92,1.796,657.9,0.213,24.68,63,0.173,0.8,0.65,1.0,8.47,33.48,25.67,19.4,9.9,15.47,37.57,Light,0.213,0"
"69,2023-01-16 06:59:00,2023-01-16,06:59,6,59,Monday,0,1,2023,3,0,0,0,0,0,Sathuvachari Road,local,tertiary,12.939066,79.173193,2.69,2,40,0,0,0,0,0,Cloudy,37.3,81.1,3000,0.0,8.5,Accident,1,164,4,26.8,432,44,203,108,43,21,0,31.9,45.3,18.8,11.9,5.06,4.04,1.02,1.252,720.9,0.268,23.3,160,0.24,0.8,0.97,0.55,17.89,19.32,4.09,37.7,37.7,17.12,28.93,Light,0.268,0"
"70,2024-08-16 23:26:00,2024-08-16,23:26,23,26,Friday,4,8,2024,33,0,0,0,0,1,Vellore Main Bazar,local,tertiary,12.928248,79.119873,3.89,2,40,0,0,0,0,1,Clear,27.5,52.7,5000,0.0,29.0,VIP Movement,1,150,4,28.37,662,63,361,179,42,34,1,32.4,47.5,16.7,10.34,7.2,5.83,1.37,1.235,1103.6,0.284,22.91,170,0.232,0.8,1.0,0.6,14.38,42.24,50.63,35.1,38.7,26.62,42.07,Light,0.284,0"
"71,2023-03-11 22:09:00,2023-03-11,22:09,22,9,Saturday,5,3,2023,10,1,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.892632,79.121679,0.61,4,100,0,1,0,1,0,Fog,33.1,60.5,300,0.0,16.5,None,0,0,0,35.43,259,13,131,66,38,5,3,53.5,76.1,35.5,3.39,0.68,0.37,0.31,1.838,216.1,0.354,21.14,424,0.294,0.9,0.7,1.0,24.9,23.11,36.75,58.5,47.9,33.37,30.35,Light,0.354,0"
"72,2024-04-15 18:15:00,2024-04-15,18:15,18,15,Monday,0,4,2024,16,0,1,0,1,0,Gudiyatham Road,SH149,secondary,12.942796,79.169635,11.89,2,50,1,0,0,0,0,Clear,28.1,77.6,5000,0.0,16.6,None,0,0,0,100.0,7134,396,2867,1671,713,328,2,16.7,22.1,10.7,3.24,42.72,14.27,28.45,2.994,11890.0,1.0,5.0,600,0.958,1.9,1.0,1.0,86.28,88.46,118.41,22.9,16.1,90.93,82.97,Gridlock,1.0,1"
"73,2024-07-10 18:42:00,2024-07-10,18:42,18,42,Wednesday,2,7,2024,28,0,0,0,1,0,VIT University Rd,local,secondary,12.973027,79.146483,0.88,2,50,1,0,0,1,0,Clear,40.7,57.3,5000,0.0,4.9,None,0,0,0,100.0,528,39,299,146,73,21,1,16.7,23.7,9.6,3.02,3.16,1.06,2.1,2.981,880.0,1.0,5.0,600,1.024,1.9,1.0,1.0,95.38,83.91,86.61,9.9,19.2,102.28,103.82,Gridlock,1.0,1"
"74,2023-01-31 20:17:00,2023-01-31,20:17,20,17,Tuesday,1,1,2023,5,0,0,0,0,0,Jolarpet Road,NH234,primary,12.942359,79.178901,9.51,3,60,1,0,0,0,0,Cloudy,32.1,52.5,3000,0.0,8.9,None,0,0,0,18.57,1589,118,658,402,139,106,1,51.0,71.2,21.8,3.39,11.19,9.51,1.68,1.177,1766.0,0.186,25.36,167,0.149,0.8,0.97,1.0,12.82,12.97,7.06,45.1,43.5,17.55,20.76,Free Flow,0.186,0"
"75,2023-04-16 00:05:00,2023-04-16,00:05,0,5,Sunday,6,4,2023,15,1,0,0,0,1,Ranipet Road,NH48,primary,12.882678,79.111347,4.57,3,60,1,0,0,0,0,Clear,25.7,72.9,5000,0.0,27.2,None,0,0,0,9.57,393,58,202,91,34,11,2,56.2,67.9,20.1,4.17,4.88,4.57,0.31,1.068,437.3,0.096,27.61,85,0.084,0.3,1.0,1.0,3.56,20.88,2.63,63.3,61.5,9.49,14.24,Free Flow,0.096,0"
"76,2023-04-20 04:19:00,2023-04-20,04:19,4,19,Thursday,3,4,2023,16,0,0,0,0,1,Ambur Road,NH234,primary,12.982806,79.139135,0.58,3,60,1,0,0,0,0,Heavy Rain,31.1,86.3,800,53.8,17.8,None,0,0,0,5.59,29,2,15,9,2,0,3,37.5,55.8,15.6,11.03,0.93,0.58,0.35,1.603,32.4,0.056,28.6,50,0.053,0.2,0.65,1.0,7.87,0.0,0.0,42.6,34.9,0.0,8.14,Free Flow,0.056,0"
"77,2024-07-12 05:43:00,2024-07-12,05:43,5,43,Friday,4,7,2024,28,0,0,0,0,1,Vellore Main Bazar,local,tertiary,12.929713,79.117992,9.33,2,40,0,0,0,0,1,Clear,24.5,80.0,5000,0.0,23.9,None,0,0,0,13.97,782,91,334,203,58,22,3,36.3,51.4,12.0,14.88,15.42,14.0,1.42,1.101,1303.4,0.14,26.51,83,0.132,0.2,1.0,1.0,10.99,14.23,34.99,39.4,37.3,19.78,8.35,Free Flow,0.14,0"
"78,2024-08-31 20:58:00,2024-08-31,20:58,20,58,Saturday,5,8,2024,35,1,0,0,0,0,Anna Nagar Road,local,residential,12.932536,79.127475,1.48,1,30,0,0,0,0,0,Fog,37.8,76.2,300,0.0,22.6,None,0,0,0,13.06,57,8,27,11,4,2,1,19.2,24.5,8.8,12.04,4.62,2.96,1.66,1.561,193.3,0.131,26.73,38,0.128,1.4,0.7,1.0,13.07,6.86,0.0,12.9,17.2,22.29,0.0,Free Flow,0.131,0"
"79,2023-12-23 09:21:00,2023-12-23,09:21,9,21,Saturday,5,12,2023,51,1,0,1,0,0,Gandhi Nagar Road,local,tertiary,12.939503,79.127602,5.74,2,40,0,0,0,1,0,Cloudy,27.7,66.6,3000,0.0,25.5,Accident,1,125,1,16.29,561,66,242,222,41,17,1,34.6,42.6,16.3,8.01,9.95,8.61,1.34,1.156,935.0,0.163,25.93,97,0.169,0.9,0.97,0.55,20.18,3.75,24.16,32.9,40.3,23.95,14.27,Free Flow,0.163,0"
"80,2024-02-03 00:45:00,2024-02-03,00:45,0,45,Saturday,5,2,2024,5,1,0,0,0,1,Ranipet Road,NH48,primary,12.88206,79.115076,2.97,3,60,1,0,0,0,0,Clear,29.0,78.7,5000,0.0,25.9,Accident,1,147,5,3.96,105,15,48,29,9,2,2,58.4,84.0,31.9,12.58,3.05,2.97,0.08,1.027,117.6,0.04,29.01,35,0.04,0.3,1.0,0.55,0.0,8.54,0.0,52.5,49.2,0.07,0.0,Free Flow,0.04,0"
"81,2024-06-07 12:26:00,2024-06-07,12:26,12,26,Friday,4,6,2024,23,0,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.945807,79.121232,7.36,2,40,0,0,0,1,0,Clear,34.3,63.3,5000,0.0,8.7,None,0,0,0,100.0,4416,303,2510,1430,603,340,3,13.3,15.4,8.3,14.53,33.2,11.04,22.16,3.007,7360.0,1.0,5.0,600,0.952,1.3,1.0,1.0,99.85,107.39,95.78,18.7,13.0,91.65,81.23,Gridlock,1.0,1"
"82,2023-10-27 01:17:00,2023-10-27,01:17,1,17,Friday,4,10,2023,43,0,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.892908,79.122527,3.09,4,100,0,1,0,0,0,Cloudy,29.2,82.9,3000,0.0,16.3,None,0,0,0,9.15,339,50,172,119,42,15,1,91.1,136.3,31.1,12.79,2.04,1.85,0.19,1.103,282.7,0.091,27.71,109,0.094,0.2,0.97,1.0,3.08,29.12,6.64,88.7,98.7,7.93,28.91,Free Flow,0.091,0"
"83,2023-08-03 23:37:00,2023-08-03,23:37,23,37,Thursday,3,8,2023,31,0,0,0,0,1,Vellore-Chennai NH,NH48,motorway,12.895854,79.122501,8.43,4,100,0,1,0,0,0,Clear,39.5,73.6,5000,0.0,17.9,Road Work,1,62,2,36.93,3735,307,2019,963,286,266,0,75.4,87.0,45.2,7.35,6.71,5.06,1.65,1.326,3113.2,0.369,20.77,443,0.302,0.8,1.0,0.65,30.25,43.17,47.0,69.5,66.9,33.37,26.83,Light,0.369,0"
"84,2024-05-16 04:36:00,2024-05-16,04:36,4,36,Thursday,3,5,2024,20,0,0,0,0,1,Gudiyatham Road,SH149,secondary,12.939229,79.176198,7.77,2,50,1,0,0,0,0,Clear,35.3,60.6,5000,0.0,26.3,None,0,0,0,13.53,630,60,313,199,86,44,0,45.5,63.4,22.0,10.63,10.25,9.32,0.93,1.1,1051.3,0.135,26.62,81,0.123,0.2,1.0,1.0,0.43,14.91,0.0,44.4,38.6,8.9,26.66,Free Flow,0.135,0"
"85,2024-07-14 18:08:00,2024-07-14,18:08,18,8,Sunday,6,7,2024,28,1,0,0,1,0,Jolarpet Road,NH234,primary,12.944339,79.179696,7.01,3,60,1,0,0,1,0,Clear,32.7,58.9,5000,0.0,25.7,None,0,0,0,24.46,1543,145,617,604,108,94,1,50.2,72.9,21.1,13.37,8.38,7.01,1.37,1.195,1714.6,0.245,23.88,220,0.26,1.4,1.0,1.0,12.26,18.88,3.58,52.8,53.8,15.5,29.48,Light,0.245,0"
"86,2024-03-15 20:05:00,2024-03-15,20:05,20,5,Friday,4,3,2024,11,0,0,0,0,0,Vellore-Chennai NH,NH48,motorway,12.887893,79.123756,8.59,4,100,0,1,0,0,0,Cloudy,24.0,66.2,3000,0.0,29.6,None,0,0,0,47.33,4878,449,2080,1044,430,311,0,66.4,75.8,29.7,5.89,7.76,5.15,2.61,1.507,4065.6,0.473,18.17,567,0.433,0.8,0.97,1.0,56.73,62.31,54.41,69.2,56.0,48.6,51.74,Moderate,0.473,0"
"87,2024-03-26 11:46:00,2024-03-26,11:46,11,46,Tuesday,1,3,2024,13,0,0,0,0,0,Sankaranpalayam Rd,local,tertiary,12.922766,79.1213,2.95,2,40,0,0,0,1,0,Cloudy,37.5,90.6,3000,0.0,21.9,None,0,0,0,20.4,361,30,175,129,26,21,1,33.5,44.3,18.1,9.9,5.28,4.43,0.85,1.192,601.8,0.204,24.9,122,0.211,0.8,0.97,1.0,26.11,34.32,28.32,30.3,33.9,20.59,30.31,Light,0.204,0"
"88,2024-10-23 01:50:00,2024-10-23,01:50,1,50,Wednesday,2,10,2024,43,0,0,0,0,1,Sathuvachari Road,local,tertiary,12.940383,79.180577,10.83,2,40,0,0,0,0,0,Cloudy,41.2,67.2,3000,0.0,28.0,None,0,0,0,10.58,687,43,393,215,59,41,3,36.1,53.5,22.0,2.22,18.0,16.25,1.75,1.108,1145.8,0.106,27.36,63,0.087,0.2,0.97,1.0,3.45,0.0,0.0,40.7,36.3,13.15,10.62,Free Flow,0.106,0"
"89,2024-03-09 22:25:00,2024-03-09,22:25,22,25,Saturday,5,3,2024,10,1,0,0,0,1,Ranipet Road,NH48,primary,12.880832,79.118581,1.45,3,60,1,0,0,0,0,Cloudy,33.7,73.9,3000,0.0,11.7,None,0,0,0,42.21,550,62,311,184,31,34,1,41.8,46.9,14.0,7.65,2.08,1.45,0.63,1.434,612.0,0.422,19.45,379,0.395,0.9,0.97,1.0,45.47,34.58,54.29,45.7,32.7,46.37,50.27,Moderate,0.422,0"
"90,2024-05-23 11:33:00,2024-05-23,11:33,11,33,Thursday,3,5,2024,21,0,0,0,0,0,Sankaranpalayam Rd,local,tertiary,12.921129,79.121081,6.45,2,40,0,0,0,0,0,Heavy Rain,38.8,54.3,800,48.7,10.1,None,0,0,0,39.26,1519,141,766,383,224,87,3,19.2,24.6,8.5,8.49,20.16,9.68,10.48,2.083,2532.3,0.393,20.19,235,0.381,0.8,0.65,1.0,35.29,29.46,19.41,20.4,24.5,33.83,39.61,Light,0.393,0"
"91,2023-01-13 07:02:00,2023-01-13,07:02,7,2,Friday,4,1,2023,2,0,0,0,0,0,Katpadi Road,SH66,primary,12.936439,79.141007,5.93,3,60,1,0,0,0,0,Clear,30.9,48.3,5000,0.0,9.7,None,0,0,0,41.17,2197,201,1195,558,126,93,0,43.5,51.0,27.0,14.76,8.18,5.93,2.25,1.379,2441.4,0.412,19.71,370,0.447,0.8,1.0,1.0,28.24,39.77,30.29,49.0,39.4,42.23,21.49,Moderate,0.412,0"
"92,2023-10-26 18:50:00,2023-10-26,18:50,18,50,Thursday,3,10,2023,43,0,1,0,1,0,Bagayam Road,SH66,primary,12.905966,79.13096,3.99,3,60,1,0,0,1,0,Heavy Rain,35.2,65.5,800,37.2,28.0,Festival Procession,1,60,1,52.13,1871,137,878,688,257,144,0,25.4,35.7,11.4,11.6,9.43,3.99,5.44,2.363,2080.0,0.521,16.97,468,0.465,1.9,0.65,0.5,43.29,71.45,48.12,32.8,36.7,44.98,43.32,Moderate,0.521,0"
"93,2023-08-26 16:26:00,2023-08-26,16:26,16,26,Saturday,5,8,2023,34,1,1,0,0,0,Katpadi Road,SH66,primary,12.9355,79.134348,8.56,3,60,1,0,0,0,0,Clear,30.7,93.6,5000,0.0,13.0,None,0,0,0,23.42,1804,264,807,454,147,122,2,50.6,62.1,20.7,2.97,10.15,8.56,1.59,1.186,2004.8,0.234,24.14,210,0.202,0.9,1.0,1.0,31.82,26.81,6.19,45.2,49.8,21.55,24.86,Light,0.234,0"
"94,2024-04-07 09:29:00,2024-04-07,09:29,9,29,Sunday,6,4,2024,14,1,0,1,0,0,Bagayam Road,SH66,primary,12.900903,79.131359,3.55,3,60,1,0,0,0,0,Light Rain,26.2,48.7,2000,7.2,2.7,None,0,0,0,49.31,1575,117,742,476,185,56,1,35.4,39.4,16.3,7.88,6.02,3.55,2.47,1.696,1750.5,0.493,17.67,443,0.505,0.9,0.88,1.0,41.81,47.79,64.5,29.6,23.7,55.92,68.61,Moderate,0.493,0"
"95,2023-07-22 12:23:00,2023-07-22,12:23,12,23,Saturday,5,7,2023,29,1,0,0,0,0,Gandhi Nagar Road,local,tertiary,12.946472,79.121478,8.39,2,40,0,0,0,0,0,Cloudy,40.9,44.6,3000,0.0,24.3,None,0,0,0,21.22,1068,63,608,386,66,81,0,33.3,38.9,17.6,12.68,15.12,12.59,2.53,1.201,1780.4,0.212,24.7,127,0.195,1.4,0.97,1.0,7.1,28.55,4.86,28.7,25.8,16.82,36.56,Light,0.212,0"
"96,2024-09-20 19:39:00,2024-09-20,19:39,19,39,Friday,4,9,2024,38,0,0,0,1,0,Katpadi Road,SH66,primary,12.931492,79.140027,3.33,3,60,1,0,0,0,0,Clear,29.3,62.7,5000,0.0,7.5,Breakdown,1,81,5,58.86,1764,228,1054,628,151,92,3,36.5,45.2,19.2,6.18,5.47,3.33,2.14,1.643,1960.0,0.589,15.29,529,0.519,1.9,1.0,0.8,44.64,62.74,35.33,41.5,31.2,65.03,57.73,Moderate,0.589,0"
"97,2024-08-21 07:10:00,2024-08-21,07:10,7,10,Wednesday,2,8,2024,34,0,0,0,0,0,Poonai Road,local,tertiary,12.940264,79.151994,1.65,2,40,0,0,0,0,0,Heavy Rain,35.8,54.7,800,56.3,23.9,None,0,0,0,7.38,73,6,41,26,4,4,2,24.7,36.2,7.7,11.11,4.01,2.47,1.54,1.623,121.8,0.074,28.16,44,0.08,0.8,0.65,1.0,9.29,9.9,0.0,32.5,33.9,7.22,0.0,Free Flow,0.074,0"
"98,2023-02-08 02:03:00,2023-02-08,02:03,2,3,Wednesday,2,2,2023,6,0,0,0,0,1,Vellore Bus Stand,local,residential,12.926705,79.133569,3.18,1,30,0,0,0,0,1,Clear,27.9,69.0,5000,0.0,25.3,None,0,0,0,5.02,47,3,19,14,6,3,2,29.0,43.0,13.0,14.25,6.58,6.36,0.22,1.035,159.6,0.05,28.75,14,0.046,0.2,1.0,1.0,0.0,0.0,0.0,23.5,39.8,10.86,23.45,Free Flow,0.05,0"
"99,2023-06-28 22:35:00,2023-06-28,22:35,22,35,Wednesday,2,6,2023,26,0,0,0,0,1,Jolarpet Road,NH234,primary,12.94384,79.178045,8.48,3,60,1,0,0,1,0,Cloudy,40.7,83.3,3000,0.0,0.1,Breakdown,1,54,5,23.83,1818,162,1088,714,96,102,1,49.0,66.4,16.7,8.45,10.38,8.48,1.9,1.224,2020.8,0.238,24.04,214,0.214,0.8,0.97,0.8,11.16,17.7,14.81,51.2,60.1,30.26,30.63,Light,0.238,0"
"100,2024-04-02 00:16:00,2024-04-02,00:16,0,16,Tuesday,1,4,2024,14,0,0,0,0,1,Jolarpet Road,NH234,primary,12.943826,79.184791,2.91,3,60,1,0,0,0,0,Heavy Rain,36.5,59.3,800,47.4,14.8,Accident,1,22,4,2.78,72,6,34,26,9,3,1,38.3,44.6,12.6,12.99,4.56,2.91,1.65,1.567,80.9,0.028,29.3,24,0.025,0.2,0.65,0.55,0.0,20.85,0.0,33.0,35.3,7.42,4.66,Free Flow,0.028,0"
"101,2023-12-13 19:39:00,2023-12-13,19:39,19,39,Wednesday,2,12,2023,50,0,0,0,1,0,CMC Hospital Road,local,secondary,12.923336,79.131811,10.77,2,50,1,0,1,0,0,Cloudy,36.7,63.7,3000,0.0,12.3,None,0,0,0,78.45,5069,534,2965,1561,588,191,0,23.1,25.9,12.2,12.92,27.97,12.92,15.05,2.165,8449.1,0.784,10.39,470,0.664,1.9,0.97,1.0,74.27,75.55,68.18,25.7,25.5,72.44,59.48,Heavy,0.784,1"
"102,2024-10-15 09:05:00,2024-10-15,09:05,9,5,Tuesday,1,10,2024,42,0,1,1,0,0,Sankaranpalayam Rd,local,tertiary,12.919241,79.121749,5.95,2,40,0,0,0,0,0,Clear,26.1,83.2,5000,0.0,11.1,Breakdown,1,77,4,31.52,1125,61,548,284,150,60,1,31.6,44.3,17.9,3.11,11.3,8.92,2.38,1.267,1875.4,0.315,22.12,189,0.285,1.8,1.0,0.8,32.76,50.35,36.01,32.5,39.8,37.89,28.27,Light,0.315,0"
"103,2024-12-04 15:36:00,2024-12-04,15:36,15,36,Wednesday,2,12,2024,49,0,0,0,0,0,Anna Nagar Road,local,residential,12.931705,79.128705,10.64,1,30,0,0,0,0,0,Cloudy,32.6,44.3,3000,0.0,18.6,None,0,0,0,36.98,1180,73,650,276,175,92,1,21.9,25.2,10.3,14.85,29.15,21.28,7.87,1.37,3934.7,0.37,20.76,110,0.344,0.8,0.97,1.0,51.9,42.07,53.69,18.0,31.8,45.26,19.66,Light,0.37,0"
"104,2024-07-23 12:35:00,2024-07-23,12:35,12,35,Tuesday,1,7,2024,30,0,0,0,0,0,Gudiyatham Road,SH149,secondary,12.940426,79.172896,4.25,2,50,1,0,0,0,0,Clear,29.0,65.2,5000,0.0,4.4,None,0,0,0,73.75,1880,204,1037,729,267,101,0,25.4,35.9,16.4,13.44,10.04,5.1,4.94,1.969,3134.4,0.738,11.56,442,0.784,1.3,1.0,1.0,66.67,79.94,77.35,25.0,17.5,71.81,78.48,Heavy,0.738,1"
