"record_id,timestamp,date,time,hour,minute,day_of_week,day_number,month,year,week_of_year,season,is_weekend,is_holiday,shift_label,is_morning_peak,is_evening_peak,is_night,hospital_id,hospital_name,hospital_level,er_capacity,patients_in_er,waiting_count,critical_patients,stable_patients,admitted_this_hour,discharged_this_hour,referred_out_this_hour,walk_in_patients,ambulance_arrivals,pediatric_cases,obstetric_cases,dominant_emergency_type,avg_wait_time_min,max_wait_time_min,avg_treatment_time_min,door_to_doctor_min,triage_duration_min,bed_turnover_rate,doctors_on_duty,nurses_on_duty,paramedics_on_duty,duty_doctor_specialist,defibrillator_operational,ct_scan_operational,xray_operational,lab_tat_min,oxygen_status,blood_units_available,ppe_adequate,temperature_celsius,humidity_percent,weather_condition,rain_impact_multiplier,er_load_ratio,icu_load_ratio,bed_occupancy_ratio,load_lag_1h,load_lag_2h,load_lag_24h,load_lag_7d,load_rolling_3h_avg,load_rolling_7d_avg,load_rolling_24h_std,local_event_nearby,highway_accident_reported,epidemic_alert_active,predicted_load_next_1h,er_load_class_next_1h,will_be_overloaded_next_1h"
"55,2023-02-24 22:00:00,2023-02-24,22:00,22,0,Friday,4,2,2023,8,Winter,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,59,6,5,41,3,10,0,2,4,7,2,Unknown/General,45.5,73.6,67.2,18.2,2.8,4.0,5,12,5,1,1,1,1,49.1,Full,36,1,41.8,60.5,Heavy Rain,1.3,0.983,0.499,0.919,1.034,1.074,1.113,1.114,1.03,1.037,0.1051,0,0,0,1.041,Overloaded,1"
"56,2023-02-25 15:00:00,2023-02-25,15:00,15,0,Saturday,5,2,2023,8,Winter,1,0,Afternoon,0,0,0,H001,CMC Vellore,Tertiary,60,58,25,8,50,14,1,3,2,3,0,2,Unknown/General,91.5,193.4,86.5,23.8,12.0,0.4,7,16,6,1,1,1,1,69.2,Medium,23,1,31.1,84.9,Cloudy,1.0,0.967,0.629,0.926,0.983,0.831,0.905,0.749,0.927,1.115,0.1842,0,0,0,1.138,Overloaded,1"
"57,2023-02-26 21:00:00,2023-02-26,21:00,21,0,Sunday,6,2,2023,8,Winter,1,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,70,27,2,58,20,11,0,23,0,0,3,Fracture/Trauma,105.1,254.6,106.0,28.3,13.6,4.4,7,16,2,0,1,1,1,71.7,Full,38,0,41.6,65.5,Heavy Rain,1.3,1.167,0.759,0.845,1.173,1.264,1.066,1.09,1.201,1.1,0.0383,0,0,0,1.375,Overloaded,1"
"58,2023-02-27 07:00:00,2023-02-27,07:00,7,0,Monday,0,2,2023,9,Winter,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,51,14,0,51,4,9,1,13,4,7,0,Road Accident,99.1,293.2,137.0,28.4,10.7,3.6,8,20,5,0,1,1,1,32.8,Medium,26,1,39.8,94.2,Cloudy,1.0,0.85,0.626,0.87,0.833,0.783,0.873,0.896,0.822,0.921,0.1105,0,0,0,0.775,High,0"
"59,2023-02-28 22:00:00,2023-02-28,22:00,22,0,Tuesday,1,2,2023,9,Winter,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,41,0,3,38,1,8,0,1,1,8,1,Fracture/Trauma,0.0,0.0,86.6,26.5,6.3,3.2,5,12,1,0,1,1,1,63.5,Full,47,1,40.6,86.6,Clear,1.0,0.683,1.0,0.735,0.69,0.782,0.504,0.622,0.718,0.714,0.0712,0,0,0,0.59,Medium,0"
"60,2023-03-01 07:00:00,2023-03-01,07:00,7,0,Wednesday,2,3,2023,9,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,51,14,4,47,12,14,4,13,2,2,1,Road Accident,87.4,174.3,69.3,13.3,12.8,5.6,8,20,4,1,1,1,1,88.6,Low,21,1,32.5,86.2,Cloudy,1.0,0.85,0.893,0.974,0.824,0.824,0.875,0.711,0.833,0.744,0.1391,0,0,0,0.8,High,0"
"61,2023-03-02 11:00:00,2023-03-02,11:00,11,0,Thursday,3,3,2023,9,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,59,26,8,51,15,5,4,19,3,10,3,Fracture/Trauma,206.7,314.9,173.2,17.4,7.3,2.0,8,20,1,1,0,1,1,65.1,Medium,34,1,37.8,62.7,Cloudy,1.0,0.983,0.41,0.898,0.897,0.878,0.87,0.961,0.919,0.851,0.1446,0,0,0,1.055,Overloaded,1"
"62,2023-03-03 03:00:00,2023-03-03,03:00,3,0,Friday,4,3,2023,9,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,19,0,2,17,2,1,0,3,3,3,3,Cardiac Arrest,0.0,0.0,104.2,3.3,4.2,0.4,5,12,4,1,1,1,1,45.5,Low,50,1,34.2,94.5,Cloudy,1.0,0.317,0.986,0.977,0.277,0.415,0.149,0.563,0.336,0.362,0.1821,0,0,0,0.273,Low,0"
"63,2023-03-04 22:00:00,2023-03-04,22:00,22,0,Saturday,5,3,2023,9,Summer,1,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,66,14,7,44,8,1,0,17,2,6,1,Fracture/Trauma,89.9,241.4,64.9,21.6,3.0,0.4,5,12,6,1,1,0,1,38.6,Full,6,1,41.3,72.3,Heavy Rain,1.3,1.1,0.903,0.667,1.186,1.04,1.126,1.133,1.109,1.205,0.1607,0,0,0,1.196,Overloaded,1"
"64,2023-03-05 10:00:00,2023-03-05,10:00,10,0,Sunday,6,3,2023,9,Summer,1,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,60,27,4,56,14,15,1,3,0,0,2,Obstetric Emergency,129.0,279.6,170.6,23.6,3.3,6.0,8,20,1,0,1,1,1,72.9,Medium,35,1,29.3,53.6,Clear,1.0,1.0,0.645,0.513,0.916,0.896,1.085,1.067,0.937,1.072,0.0902,0,0,0,0.961,High,0"
"65,2023-03-06 10:00:00,2023-03-06,10:00,10,0,Monday,0,3,2023,10,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,66,27,0,60,9,13,3,11,2,3,3,Fracture/Trauma,186.2,445.2,136.0,8.3,3.4,5.2,8,20,3,0,1,1,1,27.7,Medium,21,1,30.9,47.6,Rain,1.1,1.1,0.628,0.922,1.054,0.994,0.967,0.988,1.049,1.04,0.1048,0,0,0,1.236,Overloaded,1"
"66,2023-03-07 20:00:00,2023-03-07,20:00,20,0,Tuesday,1,3,2023,10,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,60,27,2,58,9,10,4,17,1,10,0,Burns,208.9,612.0,52.1,15.5,11.2,4.0,7,16,4,1,1,1,1,70.1,Low,4,1,35.4,93.2,Cloudy,1.0,1.0,0.877,0.7,0.965,0.934,1.114,0.933,0.966,1.13,0.1149,0,0,0,0.92,High,0"
"67,2023-03-08 21:00:00,2023-03-08,21:00,21,0,Wednesday,2,3,2023,10,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,55,12,6,44,12,2,0,11,1,10,0,Unknown/General,62.9,147.5,115.7,20.4,10.4,0.8,7,16,3,1,1,1,1,66.9,Medium,6,0,33.8,83.5,Rain,1.1,0.917,0.555,0.75,0.957,1.011,0.955,1.124,0.962,0.8,0.1182,0,0,0,0.859,High,0"
"68,2023-03-09 14:00:00,2023-03-09,14:00,14,0,Thursday,3,3,2023,10,Summer,0,0,Afternoon,0,0,0,H001,CMC Vellore,Tertiary,60,68,17,7,46,21,4,2,2,2,0,0,Poisoning,135.8,208.3,97.2,12.3,3.4,1.6,7,16,2,1,1,1,1,85.6,Low,15,1,26.6,57.2,Heavy Rain,1.3,1.133,0.731,0.662,1.19,1.139,1.072,0.932,1.154,1.2,0.1025,0,0,0,1.142,Overloaded,1"
"69,2023-03-10 20:00:00,2023-03-10,20:00,20,0,Friday,4,3,2023,10,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,56,21,6,50,12,0,5,15,4,10,2,Unknown/General,127.5,305.4,51.6,19.5,9.6,0.0,7,16,3,0,1,0,1,35.9,Medium,39,1,36.7,83.8,Clear,1.0,0.933,0.804,0.892,0.993,0.944,0.879,0.782,0.957,0.817,0.1862,0,0,0,1.012,Overloaded,1"
"70,2023-03-11 10:00:00,2023-03-11,10:00,10,0,Saturday,5,3,2023,10,Summer,1,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,60,27,4,56,3,5,2,11,0,7,1,Obstetric Emergency,174.6,313.0,101.7,13.4,9.3,2.0,8,20,6,1,1,1,1,51.5,Low,31,1,33.7,90.6,Cloudy,1.0,1.0,0.904,0.739,1.011,0.997,0.856,0.907,1.003,0.985,0.0441,1,0,0,0.869,High,0"
"71,2023-03-12 09:00:00,2023-03-12,09:00,9,0,Sunday,6,3,2023,10,Summer,1,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,60,27,3,57,17,9,1,7,2,0,3,Road Accident,186.4,353.1,110.5,26.3,3.1,3.6,8,20,1,1,1,1,1,73.1,Full,13,1,38.8,60.2,Clear,1.0,1.0,0.753,0.672,1.052,0.982,0.887,0.963,1.011,1.071,0.1508,0,0,0,1.079,Overloaded,1"
"72,2023-03-13 04:00:00,2023-03-13,04:00,4,0,Monday,0,3,2023,11,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,18,0,0,18,0,4,0,5,1,1,1,Fracture/Trauma,0.0,0.0,65.0,25.4,11.9,1.6,5,12,6,0,1,1,1,58.0,Full,36,1,41.1,68.3,Clear,1.0,0.3,0.777,0.684,0.227,0.375,0.265,0.1,0.301,0.233,0.0428,0,0,0,0.324,Low,0"
"73,2023-03-14 12:00:00,2023-03-14,12:00,12,0,Tuesday,1,3,2023,11,Summer,0,0,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,58,24,4,54,22,11,3,9,2,8,1,Cardiac Arrest,186.0,437.0,72.4,16.1,6.5,4.4,8,20,6,1,1,1,1,87.9,Full,6,1,35.4,78.4,Clear,1.0,0.967,0.902,0.508,1.026,0.936,1.154,1.129,0.976,0.965,0.188,0,0,0,0.931,High,0"
"74,2023-03-15 13:00:00,2023-03-15,13:00,13,0,Wednesday,2,3,2023,11,Summer,0,0,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,59,19,2,52,20,9,1,2,1,9,1,Road Accident,140.1,319.3,160.3,15.0,2.1,3.6,8,20,3,1,1,1,1,82.8,Medium,44,1,27.0,61.8,Rain,1.1,0.983,0.442,0.688,1.028,1.06,0.955,0.779,1.024,0.862,0.1542,0,0,0,0.909,High,0"
"75,2023-03-16 09:00:00,2023-03-16,09:00,9,0,Thursday,3,3,2023,11,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,60,27,2,58,20,4,0,10,1,3,2,Road Accident,152.6,376.5,21.4,9.7,9.8,1.6,8,20,6,1,1,1,1,26.4,Low,1,1,31.4,77.8,Cloudy,1.0,1.0,0.795,0.648,0.917,0.88,1.101,1.045,0.932,0.965,0.118,0,0,0,1.187,Overloaded,1"
"76,2023-03-17 09:00:00,2023-03-17,09:00,9,0,Friday,4,3,2023,11,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,70,27,3,57,15,12,0,2,0,4,1,Road Accident,113.5,177.0,122.1,4.6,12.3,4.8,8,20,5,0,1,1,1,85.0,Low,32,1,26.4,87.3,Heavy Rain,1.3,1.167,0.654,0.697,1.14,1.222,1.272,1.394,1.176,1.248,0.1389,0,0,0,0.999,High,0"
"77,2023-03-18 02:00:00,2023-03-18,02:00,2,0,Saturday,5,3,2023,11,Summer,1,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,18,0,2,16,3,1,0,5,1,0,1,Cardiac Arrest,0.0,0.0,82.5,12.4,8.7,0.4,5,12,6,0,1,1,1,32.9,Medium,8,1,28.4,90.9,Clear,1.0,0.3,0.924,0.859,0.291,0.333,0.224,0.421,0.308,0.372,0.0501,0,0,0,0.268,Low,0"
"78,2023-03-19 13:00:00,2023-03-19,13:00,13,0,Sunday,6,3,2023,11,Summer,1,0,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,60,27,1,59,8,18,5,12,1,2,0,Burns,91.4,212.9,92.8,27.7,11.6,7.2,8,20,4,0,1,1,1,26.8,Full,26,1,37.9,89.2,Clear,1.0,1.0,0.592,0.905,0.946,1.003,0.818,1.181,0.983,0.923,0.1272,0,0,0,1.015,Overloaded,1"
"79,2023-03-20 01:00:00,2023-03-20,01:00,1,0,Monday,0,3,2023,12,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,19,0,2,16,0,3,0,5,4,1,1,Cardiac Arrest,0.0,0.0,94.4,14.1,5.0,1.2,5,12,3,1,1,1,1,49.3,Low,0,1,30.6,56.0,Rain,1.1,0.317,0.401,0.822,0.365,0.24,0.264,0.553,0.307,0.466,0.1743,0,0,0,0.356,Low,0"
"80,2023-03-21 16:00:00,2023-03-21,16:00,16,0,Tuesday,1,3,2023,12,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,60,27,6,54,15,1,1,4,1,4,2,Respiratory Distress,177.1,491.7,34.9,28.0,7.1,0.4,7,16,6,0,1,1,1,42.9,Medium,17,1,41.5,44.7,Clear,1.0,1.0,0.966,0.567,1.001,1.041,0.958,1.046,1.014,0.869,0.1609,0,0,0,1.082,Overloaded,1"
"81,2023-03-22 14:00:00,2023-03-22,14:00,14,0,Wednesday,2,3,2023,12,Summer,0,0,Afternoon,0,0,0,H001,CMC Vellore,Tertiary,60,59,18,6,48,3,11,1,5,0,6,3,Road Accident,94.7,221.0,94.1,17.9,3.2,4.4,7,16,1,1,1,1,1,67.9,Full,7,0,34.9,51.8,Rain,1.1,0.983,0.898,0.981,0.913,1.046,1.17,0.931,0.981,0.848,0.0522,0,0,0,0.938,High,0"
"82,2023-03-23 20:00:00,2023-03-23,20:00,20,0,Thursday,3,3,2023,12,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,60,27,1,59,18,18,2,0,3,10,3,Road Accident,204.9,360.5,32.0,8.8,4.4,7.2,7,16,3,1,1,1,1,21.9,Full,2,1,39.3,84.5,Clear,1.0,1.0,0.77,0.817,0.909,0.988,0.867,1.037,0.966,1.097,0.1148,0,0,0,0.988,High,0"
"83,2023-03-24 02:00:00,2023-03-24,02:00,2,0,Friday,4,3,2023,12,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,20,0,0,16,3,1,0,0,2,0,3,Cardiac Arrest,0.0,0.0,147.6,23.7,15.0,0.4,5,12,2,0,1,1,1,89.2,Low,15,1,38.1,59.8,Heavy Rain,1.3,0.333,0.89,0.949,0.302,0.353,0.262,0.218,0.329,0.191,0.0395,0,0,0,0.353,Low,0"
"84,2023-03-25 12:00:00,2023-03-25,12:00,12,0,Saturday,5,3,2023,12,Summer,1,0,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,60,27,2,58,5,7,4,1,1,9,1,Burns,123.9,189.6,138.1,15.9,6.3,2.8,8,20,5,0,1,0,1,86.1,Full,21,1,34.1,71.0,Cloudy,1.0,1.0,0.951,0.914,1.067,1.093,1.188,1.021,1.053,0.903,0.085,1,0,0,0.863,High,0"
"85,2023-03-26 04:00:00,2023-03-26,04:00,4,0,Sunday,6,3,2023,12,Summer,1,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,26,0,2,18,1,2,0,3,5,4,1,Unknown/General,0.0,0.0,125.9,22.8,5.8,0.8,5,12,2,1,1,1,1,26.8,Low,36,1,41.1,83.6,Heavy Rain,1.3,0.433,0.997,0.973,0.463,0.335,0.62,0.53,0.41,0.562,0.0355,0,0,0,0.487,Low,0"
"86,2023-03-27 19:00:00,2023-03-27,19:00,19,0,Monday,0,3,2023,13,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,66,27,9,51,3,15,1,0,0,6,3,Road Accident,125.7,326.7,32.4,29.2,13.5,6.0,7,16,4,1,1,1,1,21.7,Medium,34,1,36.8,75.2,Rain,1.1,1.1,0.897,0.886,1.089,1.03,1.0,0.884,1.073,1.027,0.1283,0,0,0,0.977,High,0"
"87,2023-03-28 14:00:00,2023-03-28,14:00,14,0,Tuesday,1,3,2023,13,Summer,0,0,Afternoon,0,0,0,H001,CMC Vellore,Tertiary,60,66,14,0,51,9,0,2,10,1,3,3,Burns,60.3,153.5,36.8,22.5,11.5,0.0,7,16,3,1,1,1,1,56.0,Medium,15,1,40.2,45.1,Heavy Rain,1.3,1.1,0.636,0.769,1.141,1.079,1.161,1.154,1.107,1.08,0.1135,0,1,0,0.956,High,0"
"88,2023-03-29 02:00:00,2023-03-29,02:00,2,0,Wednesday,2,3,2023,13,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,20,0,2,14,5,4,0,1,3,0,2,Cardiac Arrest,0.0,0.0,35.5,10.1,12.9,1.6,5,12,5,0,1,1,1,78.3,Low,42,1,29.6,61.9,Heavy Rain,1.3,0.333,0.801,0.896,0.412,0.263,0.39,0.277,0.336,0.294,0.1004,0,0,0,0.328,Low,0"
"89,2023-03-30 01:00:00,2023-03-30,01:00,1,0,Thursday,3,3,2023,13,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,23,0,3,20,8,5,0,2,0,3,0,Cardiac Arrest,0.0,0.0,96.0,14.8,15.0,2.0,5,12,6,0,1,0,1,68.6,Low,16,1,33.0,89.5,Cloudy,1.0,0.383,0.836,0.896,0.307,0.46,0.252,0.625,0.383,0.525,0.0448,0,0,0,0.434,Low,0"
"90,2023-03-31 08:00:00,2023-03-31,08:00,8,0,Friday,4,3,2023,13,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,60,27,0,60,22,18,4,18,4,7,0,Road Accident,186.5,327.9,38.0,13.9,10.0,7.2,8,20,6,1,1,1,1,85.5,Full,25,1,40.6,70.9,Clear,1.0,1.0,0.599,0.616,1.057,1.11,1.152,1.189,1.056,0.929,0.1568,0,0,0,1.079,Overloaded,1"
"91,2023-04-01 00:00:00,2023-04-01,00:00,0,0,Saturday,5,4,2023,13,Summer,1,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,29,0,2,21,4,2,0,8,2,0,1,Cardiac Arrest,0.0,0.0,157.3,22.2,7.2,0.8,5,12,5,1,1,1,1,70.8,Full,11,1,37.9,57.6,Heavy Rain,1.3,0.483,0.9,0.91,0.504,0.36,0.46,0.69,0.449,0.455,0.0724,0,0,0,0.492,Low,0"
"92,2023-04-02 22:00:00,2023-04-02,22:00,22,0,Sunday,6,4,2023,13,Summer,1,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,50,6,2,44,14,8,0,5,4,3,1,Cardiac Arrest,29.9,73.9,167.7,21.3,5.5,3.2,5,12,4,1,1,1,1,87.0,Low,0,1,32.5,70.3,Rain,1.1,0.833,0.479,0.585,0.766,0.951,0.933,0.927,0.85,0.769,0.1661,0,0,0,0.821,High,0"
"93,2023-04-03 09:00:00,2023-04-03,09:00,9,0,Monday,0,4,2023,14,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,66,27,4,56,13,12,2,8,5,5,2,Road Accident,143.0,270.5,54.9,22.2,13.6,4.8,8,20,3,0,1,1,1,22.7,Low,48,1,33.2,76.4,Rain,1.1,1.1,0.434,0.92,1.112,1.128,1.013,1.192,1.113,1.095,0.1677,0,0,0,1.064,Overloaded,1"
"94,2023-04-04 04:00:00,2023-04-04,04:00,4,0,Tuesday,1,4,2023,14,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,23,0,2,16,7,2,0,2,2,0,3,Obstetric Emergency,0.0,0.0,87.0,10.0,12.5,0.8,5,12,2,1,1,1,1,76.2,Medium,41,1,30.2,79.2,Heavy Rain,1.3,0.383,0.613,0.865,0.464,0.435,0.386,0.556,0.427,0.485,0.0822,0,0,0,0.443,Low,0"
"95,2023-04-05 08:00:00,2023-04-05,08:00,8,0,Wednesday,2,4,2023,14,Summer,0,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,60,27,7,53,3,15,0,14,1,5,1,Road Accident,198.0,528.3,113.4,16.2,10.2,6.0,8,20,2,0,1,1,1,80.1,Full,0,1,30.9,56.4,Clear,1.0,1.0,0.526,0.879,1.074,0.895,1.197,0.921,0.99,1.146,0.128,0,0,0,1.162,Overloaded,1"
"96,2023-04-06 02:00:00,2023-04-06,02:00,2,0,Thursday,3,4,2023,14,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,15,0,1,14,5,3,0,0,3,2,1,Cardiac Arrest,0.0,0.0,174.5,4.2,14.3,1.2,5,12,4,1,0,1,1,86.3,Low,33,1,40.1,81.6,Cloudy,1.0,0.25,0.933,0.988,0.154,0.101,0.343,0.113,0.168,0.363,0.0883,0,0,0,0.24,Low,0"
"97,2023-04-07 06:00:00,2023-04-07,06:00,6,0,Friday,4,4,2023,14,Summer,0,1,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,55,1,6,37,12,0,0,0,0,11,0,Stroke,4.1,8.7,136.3,13.3,9.1,0.0,8,20,4,1,1,0,1,24.2,Full,44,1,36.8,83.6,Heavy Rain,1.3,0.917,0.406,0.706,0.992,0.844,0.931,0.691,0.918,1.065,0.0472,0,0,0,0.992,High,0"
"98,2023-04-08 22:00:00,2023-04-08,22:00,22,0,Saturday,5,4,2023,14,Summer,1,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,49,5,6,39,3,8,0,10,1,0,0,Road Accident,33.0,82.7,38.8,27.5,12.9,3.2,5,12,6,1,1,1,1,73.3,Full,49,1,39.0,93.5,Rain,1.1,0.817,0.834,0.55,0.858,0.756,0.633,0.815,0.81,0.729,0.0735,0,0,0,0.961,High,0"
"99,2023-04-09 09:00:00,2023-04-09,09:00,9,0,Sunday,6,4,2023,14,Summer,1,0,Morning,1,0,0,H001,CMC Vellore,Tertiary,60,60,27,0,60,3,5,0,10,1,1,3,Road Accident,196.1,411.9,77.6,15.3,12.9,2.0,8,20,6,1,1,1,1,81.8,Medium,41,1,24.2,47.6,Cloudy,1.0,1.0,0.5,0.565,0.966,1.118,1.182,0.884,1.028,1.07,0.1535,0,0,0,0.98,High,0"
"100,2023-04-10 03:00:00,2023-04-10,03:00,3,0,Monday,0,4,2023,15,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,20,0,2,14,3,4,0,5,5,4,1,Cardiac Arrest,0.0,0.0,49.0,21.1,6.4,1.6,5,12,5,1,1,1,1,81.0,Low,6,1,37.1,89.0,Heavy Rain,1.3,0.333,0.836,0.736,0.417,0.217,0.298,0.106,0.322,0.261,0.1428,0,0,0,0.32,Low,0"
"101,2023-04-11 17:00:00,2023-04-11,17:00,17,0,Tuesday,1,4,2023,15,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,60,27,9,51,1,0,5,18,3,1,3,Road Accident,207.1,449.5,100.9,6.2,8.5,0.0,7,16,6,0,1,1,1,51.9,Medium,26,0,28.3,93.4,Clear,1.0,1.0,0.729,0.905,1.001,1.015,0.951,1.159,1.005,0.874,0.1646,0,0,0,1.005,Overloaded,1"
"102,2023-04-12 16:00:00,2023-04-12,16:00,16,0,Wednesday,2,4,2023,15,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,60,27,7,53,10,11,0,3,0,2,3,Burns,191.2,327.1,155.1,22.4,11.4,4.4,7,16,1,0,1,1,1,64.3,Full,12,1,36.9,46.3,Cloudy,1.0,1.0,0.911,0.606,0.9,0.957,1.053,1.15,0.952,1.014,0.1702,0,0,0,0.981,High,0"
"103,2023-04-13 13:00:00,2023-04-13,13:00,13,0,Thursday,3,4,2023,15,Summer,0,0,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,53,17,1,52,14,14,5,10,4,6,3,Pediatric Emergency,101.1,300.2,100.7,27.7,11.9,5.6,8,20,3,0,0,1,1,47.5,Medium,18,1,34.5,90.8,Cloudy,1.0,0.883,0.48,0.702,0.921,0.785,1.009,0.685,0.863,0.93,0.149,0,0,0,0.938,High,0"
"104,2023-04-14 22:00:00,2023-04-14,22:00,22,0,Friday,4,4,2023,15,Summer,0,1,Night,0,0,1,H001,CMC Vellore,Tertiary,60,60,19,5,50,22,6,1,17,2,6,0,Burns,76.9,175.6,134.3,3.7,3.9,2.4,5,12,6,0,1,1,1,88.1,Medium,48,1,27.2,69.8,Rain,1.1,1.0,0.99,0.835,1.042,1.078,1.025,1.041,1.04,1.133,0.0549,0,0,0,1.099,Overloaded,1"
"105,2023-04-15 06:00:00,2023-04-15,06:00,6,0,Saturday,5,4,2023,15,Summer,1,1,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,57,15,0,52,11,14,0,17,0,0,2,Fracture/Trauma,91.2,164.6,128.1,26.5,13.2,5.6,8,20,4,1,1,1,1,32.8,Low,45,1,38.1,83.9,Rain,1.1,0.95,0.621,0.788,0.989,0.814,0.903,0.908,0.918,1.036,0.1555,0,0,0,1.035,Overloaded,1"
"106,2023-04-16 06:00:00,2023-04-16,06:00,6,0,Sunday,6,4,2023,15,Summer,1,0,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,41,0,1,37,2,2,0,10,4,4,3,Road Accident,0.0,0.0,137.6,17.9,2.9,0.8,8,20,6,0,1,1,1,24.8,Full,11,1,34.5,54.0,Rain,1.1,0.683,0.872,0.578,0.676,0.814,0.499,0.897,0.724,0.712,0.1223,0,0,0,0.765,High,0"
"107,2023-04-17 06:00:00,2023-04-17,06:00,6,0,Monday,0,4,2023,16,Summer,0,0,Morning,0,0,0,H001,CMC Vellore,Tertiary,60,38,0,2,36,11,4,0,12,0,6,2,Fracture/Trauma,0.0,0.0,140.4,10.6,13.8,1.6,8,20,3,1,1,1,1,63.7,Low,28,1,26.1,59.0,Cloudy,1.0,0.633,0.578,0.819,0.714,0.667,0.681,0.862,0.671,0.688,0.0845,0,0,0,0.609,Medium,0"
"108,2023-04-18 17:00:00,2023-04-18,17:00,17,0,Tuesday,1,4,2023,16,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,60,27,1,59,6,6,5,2,4,3,2,Road Accident,138.3,292.0,36.6,15.2,7.3,2.4,7,16,3,0,1,1,1,47.6,Low,7,1,38.7,44.0,Cloudy,1.0,1.0,0.785,0.803,0.905,1.065,0.815,0.787,0.99,0.903,0.1585,0,0,0,0.938,High,0"
"109,2023-04-19 02:00:00,2023-04-19,02:00,2,0,Wednesday,2,4,2023,16,Summer,0,0,Night,0,0,1,H001,CMC Vellore,Tertiary,60,17,0,2,15,0,2,0,5,5,2,0,Cardiac Arrest,0.0,0.0,68.2,18.0,3.6,0.8,5,12,1,1,1,1,1,76.7,Medium,34,1,24.6,48.6,Cloudy,1.0,0.283,0.451,0.603,0.21,0.25,0.402,0.306,0.248,0.421,0.156,0,0,0,0.255,Low,0"
"110,2023-04-20 20:00:00,2023-04-20,20:00,20,0,Thursday,3,4,2023,16,Summer,0,0,Afternoon,0,1,0,H001,CMC Vellore,Tertiary,60,70,27,2,58,5,5,1,10,2,2,1,Road Accident,164.3,271.1,60.4,19.7,13.7,2.0,7,16,3,1,1,1,1,78.9,Medium,39,1,40.8,94.7,Heavy Rain,1.3,1.167,0.816,0.575,1.196,1.039,1.236,1.042,1.134,1.076,0.1264,0,0,0,1.229,Overloaded,1"
